created_at,screen_name,text,retweet_count,followers_count,group,joy,trust,anticipation,sadness,fear,anger,surprise,disgust,positive,negative,sentiment_score
2021-10-13T15:25:39Z,TheEllenShow,remember when i went to barnes and noble to ask for advice about the show me neither,55,77732155,celebrities,0,2,0,0,0,0,0,0,1,0,1
2021-09-27T20:45:45Z,TheEllenShow,reuniting military couples who have been stationed overseas has been one of my favorite parts of hosting this show today we took it to another level,75,77732155,celebrities,1,2,0,0,1,0,0,0,2,0,1
2021-09-16T20:29:20Z,TheEllenShow,happy birthday im so glad you did that broadway show all those years ago,131,77732155,celebrities,3,1,3,0,0,0,1,0,3,0,1
2021-09-15T20:25:50Z,TheEllenShow,happy hispanicheritagemonth were celebrating all month long on,52,77732155,celebrities,2,1,2,0,0,0,0,0,2,0,1
2021-08-27T20:47:32Z,TheEllenShow,i ❤️ my audience i cant wait to see you all september 13th,155,77732155,celebrities,0,0,2,0,0,0,0,0,0,1,-1
2021-08-25T20:14:57Z,TheEllenShow,in honor of the usopen beginning next week i give you andy attempting to play tennis with the pros,122,77732155,celebrities,0,1,0,0,0,0,0,0,1,0,1
2021-06-22T23:12:36Z,TheEllenShow,i love playing saywhaaat,53,77732155,celebrities,1,0,0,0,0,0,0,0,1,0,1
2021-05-04T16:22:16Z,TheEllenShow,happy star wars day i hope you saber it im sorry i had to maythe4thbewithyou,349,77732155,celebrities,3,3,3,0,1,1,1,0,3,1,0.5
2021-03-19T00:08:22Z,TheEllenShow,my producer thinks she has a ghost in her house so i sent my favorite ghostbuster andy,152,77732155,celebrities,1,1,0,0,1,0,0,0,2,0,1
2021-03-11T19:57:39Z,TheEllenShow,jennifer garner finally got her ears pierced,94,77732155,celebrities,1,1,1,0,0,0,1,1,1,0,1
2021-02-22T20:11:29Z,TheEllenShow,im glad you learned something consider yourself one of the gameofgames alumnuses,1,77732155,celebrities,1,0,1,0,0,0,0,0,1,0,1
2021-02-20T22:55:18Z,TheEllenShow,happy birthday i love you more and more each year,501,77732155,celebrities,3,1,2,0,0,0,1,0,3,0,1
2021-02-17T19:21:01Z,TheEllenShow,happy birthday and congratulations it feels like just yesterday we were two girls up in the club,112,77732155,celebrities,2,1,2,0,0,0,1,0,2,0,1
2020-11-20T21:03:56Z,TheEllenShow,happy birthday i hope you celebrate with a lot of ice cream your wonderful rescue dogs and lovely dr jill,630,77732155,celebrities,7,5,6,1,0,0,6,0,7,0,1
2020-10-21T19:33:54Z,TheEllenShow,if your voting plan doesnt involve donuts you should revise it immediately vote,100,77732155,celebrities,1,1,3,1,0,1,1,0,3,2,0.2
2020-10-19T17:08:09Z,TheEllenShow,omg is hilarious tiffbusters,206,77732155,celebrities,1,0,0,0,0,0,1,0,1,0,1
2020-10-15T23:05:02Z,TheEllenShow,i asked the same question,3,77732155,celebrities,0,0,0,0,0,0,0,0,1,0,1
2020-10-14T20:00:29Z,TheEllenShow,the legendary and are here to talk about kegels on my new favorite show ladyparts thanks and rephresh,46,77732155,celebrities,1,1,0,0,0,0,0,0,3,0,1
2020-07-09T19:18:46Z,TheEllenShow,this was one of my favorite stories of the year,1340,77732155,celebrities,1,1,0,0,0,0,0,0,1,0,1
2020-05-13T20:58:58Z,TheEllenShow,has a new puppy that has as much energy as she does,153,77732155,celebrities,0,1,1,0,0,0,0,0,1,0,1
2020-04-10T19:48:32Z,TheEllenShow,my friend movie lazysusan is now available to stream lets face it your options are limited,73,77732155,celebrities,1,1,0,1,0,1,0,0,1,1,0
2020-04-08T20:46:01Z,TheEllenShow,and took my plankthatsong challenge some are better at it than others now its your turn,135,77732155,celebrities,0,0,0,0,1,1,0,0,0,1,-1
2020-03-19T15:53:29Z,TheEllenShow,heres my very average friend thinking he can fool me,774,77732155,celebrities,1,1,0,0,0,0,0,1,1,1,0
2020-03-17T21:52:51Z,TheEllenShow,i saved this clip of my audiences super talents to make me smile later todays the day,329,77732155,celebrities,1,1,0,0,0,0,1,0,1,0,1
2020-03-17T00:38:58Z,TheEllenShow,i believe in breaking down walls im not sure this is how these people wanted me to do it but its way more fun gameofgames is back tomorrow,121,77732155,celebrities,1,0,2,0,0,0,0,0,1,0,1
2021-09-22T22:12:09Z,ladygaga,listen to love for sale on vocaljazz 🎷,1292,83932021,celebrities,1,0,0,0,0,0,0,0,1,0,1
2021-09-22T01:33:40Z,ladygaga,our kindergarten class delivered flowers and crowns to all the special people who help us in our school ❤️ bekind21,102,83932021,celebrities,1,1,0,0,0,0,0,0,1,0,1
2021-08-05T16:48:25Z,ladygaga,cant wait for our last show tonight tony the world loves you and were all so lucky to witness your gift your generosity and your joy tonight at radio city ❤️,3915,83932021,celebrities,4,2,3,0,0,0,3,0,5,1,0.6666666666666666
2021-06-25T04:46:38Z,ladygaga,born this way the tenth anniversary is out now 🌙✝🦄👥📐🌈 thank you to each of the incredible artists who reimagined bornthisway songs and thank you little monsters for building our community of love acceptance and kindness for the last 10 years,4966,83932021,celebrities,1,0,0,0,0,0,0,0,5,0,1
2021-04-01T16:23:28Z,ladygaga,special new merch is also live in the store now too,1000,83932021,celebrities,1,0,1,0,0,0,0,0,2,0,1
2021-01-09T06:01:13Z,ladygaga,the president said he loved the insurrectionists people holding confederate flagscheck this out 👇didnt even happen during the civil war,3877,83932021,celebrities,0,2,1,0,1,0,0,0,3,1,0.5
2020-10-16T16:01:09Z,ladygaga,a huge thank you to all of the bosses who are making voting a priority for their employees and giving people the time they need to vote im doing that for my team 😘😘 please share your voting plans with me,971,83932021,celebrities,2,3,3,1,0,1,1,0,3,1,0.5
2020-04-07T23:01:54Z,ladygaga,and i wrote about the importance of kindness acts of kindness are support for the most vulnerable proximity matters and local kindness impacts mental and physical health and community resilience,693,83932021,celebrities,0,0,1,0,0,0,0,0,5,0,1
2020-05-08T02:37:15Z,ArianaGrande,u will see many many loved ones youll have to be on the lookout it makes me heart sing stuckwithu,1828,85022511,celebrities,1,1,1,1,0,0,0,0,1,0,1
2020-05-07T16:52:30Z,ArianaGrande,love u,1716,85022511,celebrities,1,0,0,0,0,0,0,0,1,0,1
2020-05-01T16:20:10Z,ArianaGrande,covid tech connect is finding smart devices and getting them in the hands of hospital workers to connect covid19 patients with their families who are unable to visit,1172,85022511,celebrities,0,1,0,2,1,0,0,0,1,1,0
2020-05-01T16:19:10Z,ArianaGrande,fund for families benefits organizations on the usmexico border supporting minors and families in shelters with food medical supplies toilet paper soap and protective gear to help stop the spread of covid19,905,85022511,celebrities,1,3,1,0,1,0,0,1,6,1,0.7142857142857143
2020-04-25T20:46:47Z,ArianaGrande,the neighborhood helps neighbors in need by covering rent for families who have lost income as a result of covid19 who are not eligible for gov assistance and who will be evicted if we dont help quickly,993,85022511,celebrities,1,1,3,2,0,0,0,0,3,2,0.2
2020-04-15T22:03:09Z,ArianaGrande,were gathering todays biggest stars to sing your favorite disney songs during the disneyfamilysingalong this thursday at 8|7c and you dont even have to leave your couch,1762,85022511,celebrities,2,2,1,3,0,0,1,0,2,1,0.3333333333333333
2021-03-08T01:21:20Z,katyperry,its fine to be late to the game when your teams just gonna lose ok 🏈👎🏼 rolltide americanidol,168,108771965,celebrities,0,0,0,2,1,1,1,1,0,2,-1
2020-04-05T04:52:05Z,katyperry,love you guys,6488,108771965,celebrities,1,0,0,0,0,0,0,0,1,0,1
2020-03-30T01:19:25Z,katyperry,all that werk you put in from being in cover bands really gave you an edge performing in front of a crowd you 👏🏼 cant 👏🏼 skip 👏🏼 the 👏🏼 steps americanidol,154,108771965,celebrities,0,1,0,0,0,0,0,0,0,1,-1
2020-12-25T17:43:55Z,justinbieber,merry christmas,28575,114138493,celebrities,1,0,0,0,0,0,0,0,1,0,1
2020-11-20T21:07:54Z,justinbieber,thank you for all the love on monster ✨🖤,24648,114138493,celebrities,1,0,0,0,1,0,0,0,1,1,0
2020-11-04T20:17:42Z,justinbieber,hey whats your eta we cant wait for your pcas performance on 1115 😍,2796,114138493,celebrities,0,0,1,0,0,0,0,0,0,1,-1
2020-10-30T16:24:26Z,justinbieber,calling all beliebers 🚨 is back to give us an inside look at his life now  dont miss jbnextchapter a new documentary special now streaming →,4754,114138493,celebrities,1,0,0,0,0,0,0,0,1,0,1
2020-10-21T01:40:34Z,justinbieber,lonely on snl,7947,114138493,celebrities,0,0,0,1,1,1,0,1,0,1,-1
2020-10-21T00:04:47Z,justinbieber,lonely bts,4820,114138493,celebrities,0,0,0,1,1,1,0,1,0,1,-1
2020-10-18T14:35:18Z,justinbieber,lonely on snl,7947,114138493,celebrities,0,0,0,1,1,1,0,1,0,1,-1
2020-10-18T14:35:09Z,justinbieber,holy on snl,5302,114138493,celebrities,0,0,0,0,0,0,0,0,1,0,1
2020-10-17T15:55:19Z,justinbieber,a new and collab is here 🙏 listen to lonely now on todays hits,2375,114138493,celebrities,0,0,0,1,1,1,0,1,0,1,-1
2020-10-16T21:48:03Z,justinbieber,if youre feeling lonely or know someone who is struggling you can find resources and more here ⬇️,2047,114138493,celebrities,2,2,1,2,2,2,1,2,2,2,0
2020-10-16T20:37:53Z,justinbieber,lonely by and is our song of the day stream it now on,2020,114138493,celebrities,0,0,0,1,1,1,0,1,0,1,-1
2020-10-16T19:28:17Z,justinbieber,🌟 hosts tomorrow with musical guest 🌟,4217,114138493,celebrities,1,1,2,1,0,1,1,0,1,0,1
2020-10-16T19:26:50Z,justinbieber,traded a regular life for superstardom he lets us know the real price of fame in lonely with watch now ⠀⠀⠀⠀⠀⠀⠀⠀⠀ ▶️,2631,114138493,celebrities,0,1,1,1,2,1,0,1,2,1,0.3333333333333333
2020-10-16T19:26:24Z,justinbieber,when we first wrote lonely the world was a very different place soon after it took on a whole new meaning i never thought it would the first time i worked with justin bieber was in 2009 he was so young so talented the hair i mean the fucking hair,4031,114138493,celebrities,0,0,1,1,1,1,0,1,0,1,-1
2020-10-16T04:09:18Z,justinbieber,lonely is out now w to be honest the song is hard for me to listen to considering how tough it was to get through some of these chapters i believe it is powerful to express vulnerability and thats why i believe this song is so powerful,24700,114138493,celebrities,3,3,2,4,5,4,0,4,3,3,0
2020-10-05T00:55:14Z,justinbieber,we dropped 10khours w one year ago today and it posted the biggest firstweek stream total in country music history 🤯 were grateful for everyone who made this song happen and all that it has done for our band ❤️ keep listening,2921,114138493,celebrities,1,0,1,1,0,0,0,0,2,0,1
2020-07-23T18:54:13Z,justinbieber,new world tour dates for 2021 looking forward to seeing you all when it is safe presented by,17706,114138493,celebrities,1,1,0,0,0,0,0,0,2,0,1
2021-11-28T17:15:57Z,NYTHealth,potential safety risks of the new alzheimers drug aduhelm are in the spotlight after a 75yearold woman in a clinical trial developed brain swelling and died,5,1186216,medical,0,0,0,0,1,0,0,0,0,1,-1
2021-11-28T16:50:28Z,NYTHealth,the best science does support maskwearing as a valid strategy to reduce covid19 said dr stephen luby the issue is well how long do we do this and in how many contexts he added do we all wear masks the rest of our lives,3,1186216,medical,0,1,0,0,0,0,0,0,1,1,0
2021-11-28T16:31:13Z,NYTHealth,scientists said that vaccines will most likely protect against the omicron variant but further studies are needed to determine how much the shots effectiveness may be reduced,2,1186216,medical,0,0,0,0,0,0,0,0,1,0,1
2021-11-28T16:23:03Z,NYTHealth,to be able to reverse diabetes by giving them back the cells they are missing is comparable to the miracle when insulin was first available 100 years ago,2,1186216,medical,1,1,1,1,1,0,1,0,2,1,0.3333333333333333
2021-11-28T05:57:07Z,NYTHealth,doctors in texas say they cannot head off lifethreatening medical crises in pregnant women if abortions cannot be offered or even discussed,6,1186216,medical,0,1,1,0,1,0,0,0,1,0,1
2021-11-28T05:30:57Z,NYTHealth,outbreaks in nursing homes in connecticut new hampshire virginia and elsewhere had made booster shots for residents more urgent but there is virtually no public information about how many of these individuals have already been boosted,2,1186216,medical,0,0,2,0,1,0,1,0,2,1,0.3333333333333333
2021-11-28T05:18:14Z,NYTHealth,a federal jury has found that cvs walmart and walgreens helped perpetuate the opioid crisis the is the first time retailers have been held accountable for the epidemic,5,1186216,medical,1,3,3,1,1,1,1,1,2,2,0
2021-11-28T05:05:19Z,NYTHealth,what should a parent do if their child is afraid of shots a pediatrician has advice,2,1186216,medical,1,1,1,0,1,0,0,0,1,1,0
2021-11-28T04:53:04Z,NYTHealth,even in the best of times social gatherings can be overwhelming if youre feeling lessthanfestive heres how to ease into the season,5,1186216,medical,1,1,1,1,1,1,1,1,3,1,0.5
2021-11-28T04:39:16Z,NYTHealth,there can be precautions but cutting off residents from their families was unethical and it was bad care one health care researcher said these are not social visits,1,1186216,medical,0,0,0,2,2,2,0,2,0,2,-1
2021-11-28T04:25:24Z,NYTHealth,with scattered outbreaks at nursing homes across the country continuing the need to provide booster shots to residents has become critical everything that is happening right now is an advertisement for booster shots one executive said,4,1186216,medical,0,1,0,0,0,0,0,0,1,0,1
2021-11-28T03:57:47Z,NYTHealth,he may be the first person cured of type 1 diabetes with a new treatment that has experts daring to hope that help may be coming for many of the 15 million americans suffering from disease,7,1186216,medical,1,1,2,2,2,1,1,2,2,2,0
2021-11-28T03:43:48Z,NYTHealth,heres a simple way to help you make decisions about safer holiday gatherings,1,1186216,medical,1,0,1,0,0,0,0,0,1,0,1
2021-11-28T03:17:38Z,NYTHealth,the world health organization began naming covid19 variants after greek letters to avoid public confusion and stigmatizing countries where the variants emerged,4,1186216,medical,1,1,2,0,2,1,1,0,2,2,0
2021-11-28T03:04:30Z,NYTHealth,potential safety risks of the new alzheimers drug aduhelm are in the spotlight after a 75yearold woman in a clinical trial developed brain swelling and died,25,1186216,medical,0,0,0,0,1,0,0,0,0,1,-1
2021-11-28T02:54:32Z,NYTHealth,a tale of two people one on a 30year quest to cure type 1 diabetes the other the first patient to benefit from the treatment,3,1186216,medical,0,0,2,0,0,0,0,0,4,0,1
2021-11-28T02:32:13Z,NYTHealth,30 years ago a scientists infant son was diagnosed with type 1 diabetes his decadeslong quest to find a cure seems to have worked in a single patient,8,1186216,medical,1,0,3,0,1,0,1,0,3,0,1
2021-11-28T02:18:43Z,NYTHealth,the best science does support maskwearing as a valid strategy to reduce covid19 said dr stephen luby the issue is well how long do we do this and in how many contexts he added do we all wear masks the rest of our lives,5,1186216,medical,0,1,0,0,0,0,0,0,1,1,0
2021-11-28T02:05:22Z,NYTHealth,scientists said that vaccines will most likely protect against the omicron variant but further studies are needed to determine how much the shots effectiveness may be reduced,8,1186216,medical,0,0,0,0,0,0,0,0,1,0,1
2021-11-28T01:52:20Z,NYTHealth,to be able to reverse diabetes by giving them back the cells they are missing is comparable to the miracle when insulin was first available 100 years ago,11,1186216,medical,1,1,1,1,1,0,1,0,2,1,0.3333333333333333
2021-11-27T21:54:42Z,NYTHealth,the world health organization began naming covid19 variants after greek letters to avoid public confusion and stigmatizing countries where the variants emerged,1,1186216,medical,1,1,2,0,2,1,1,0,2,2,0
2021-11-27T21:42:36Z,NYTHealth,wayyy overdue or really bad timing the feds lift almost all restrictions on visitors to nursing homes,10,1186216,medical,0,0,1,2,1,1,1,1,0,2,-1
2021-11-27T16:41:50Z,NYTHealth,heres a simple way to help you make decisions about safer holiday gatherings,0,1186216,medical,1,0,1,0,0,0,0,0,1,0,1
2021-11-27T15:34:43Z,NYTHealth,a federal jury has found that cvs walmart and walgreens helped perpetuate the opioid crisis the is the first time retailers have been held accountable for the epidemic,6,1186216,medical,1,3,3,1,1,1,1,1,2,2,0
2021-11-27T15:20:21Z,NYTHealth,dr zena stein later was known for her attention to the effects of the hivaids crisis on women whose experience with the virus was often overlooked,6,1186216,medical,0,0,0,0,0,0,0,0,1,2,-0.3333333333333333
2021-11-27T15:06:41Z,NYTHealth,potential safety risks of the new alzheimers drug aduhelm are in the spotlight after a 75yearold woman in a clinical trial developed brain swelling and died,5,1186216,medical,0,0,0,0,1,0,0,0,0,1,-1
2021-11-27T14:43:36Z,NYTHealth,the best science does support maskwearing as a valid strategy to reduce covid19 said dr stephen luby the issue is well how long do we do this and in how many contexts he added do we all wear masks the rest of our lives,4,1186216,medical,0,1,0,0,0,0,0,0,1,1,0
2021-11-27T14:19:05Z,NYTHealth,he may be the first person cured of type 1 diabetes with a new treatment that has experts daring to hope that help may be coming for many of the 15 million americans suffering from disease,74,1186216,medical,1,1,2,2,2,1,1,2,2,2,0
2021-11-27T14:07:18Z,NYTHealth,with scattered outbreaks at nursing homes across the country continuing the need to provide booster shots to residents has become critical everything that is happening right now is an advertisement for booster shots one executive said,1,1186216,medical,0,1,0,0,0,0,0,0,1,0,1
2021-11-27T02:50:27Z,NYTHealth,families with immunocompromised or sick relatives are feeling immeasurable relief now that their young kids are getting vaccinated i felt like i was letting go of a breath i didnt know i was holding said one mother,4,1186216,medical,2,2,2,3,1,1,1,2,3,3,0
2021-11-27T02:21:58Z,NYTHealth,doctors in texas say they cannot head off lifethreatening medical crises in pregnant women if abortions cannot be offered or even discussed,0,1186216,medical,0,1,1,0,1,0,0,0,1,0,1
2021-11-27T02:08:05Z,NYTHealth,scientists said that vaccines will most likely protect against the omicron variant but further studies are needed to determine how much the shots effectiveness may be reduced,6,1186216,medical,0,0,0,0,0,0,0,0,1,0,1
2021-11-26T15:38:47Z,NYTHealth,sentí como si alguien estuviera presionando el botón de reinicio de mi cerebro para cambiar algo afirmó un productor musical y dj en toronto sobre su prueba de hisopado nasal de verdad no hay nada parecido,1,1186216,medical,1,1,1,1,0,1,1,0,1,0,1
2021-11-26T15:25:04Z,NYTHealth,families with immunocompromised or sick relatives are feeling immeasurable relief now that their young kids are getting vaccinated i felt like i was letting go of a breath i didnt know i was holding said one mother,1,1186216,medical,2,2,2,3,1,1,1,2,3,3,0
2021-11-25T02:23:44Z,NYTHealth,a federal jury has found that cvs walmart and walgreens helped perpetuate the opioid crisis the is the first time retailers have been held accountable for the epidemic,25,1186216,medical,1,3,3,1,1,1,1,1,2,2,0
2021-11-25T02:09:48Z,NYTHealth,dr zena stein later was known for her attention to the effects of the hivaids crisis on women whose experience with the virus was often overlooked,2,1186216,medical,0,0,0,0,0,0,0,0,1,2,-0.3333333333333333
2021-11-24T02:21:12Z,NYTHealth,a federal jury has found that cvs walmart and walgreens helped perpetuate the opioid crisis the is the first time retailers have been held accountable for the epidemic,30,1186216,medical,1,3,3,1,1,1,1,1,2,2,0
2021-11-23T03:05:26Z,NYTHealth,as officials begin to ease mask requirements experts warn that it will be safer to loosen restrictions early next year after more children have been fully vaccinated and the risky holiday travel season has passed,1,1186216,medical,1,1,3,0,2,0,1,0,2,2,0
2021-11-23T02:52:14Z,NYTHealth,as covid infections rise americans over 18 will be permitted to get extra doses of the vaccine but its not yet clear if boosters will help turn back the pandemic,3,1186216,medical,0,0,0,1,1,0,0,0,2,1,0.3333333333333333
2021-11-23T02:25:40Z,NYTHealth,potential safety risks of the new alzheimers drug aduhelm are in the spotlight after a 75yearold woman in a clinical trial developed brain swelling and died,2,1186216,medical,0,0,0,0,1,0,0,0,0,1,-1
2021-11-22T15:52:02Z,NYTHealth,as covid infections rise americans over 18 will be permitted to get extra doses of the vaccine but its not yet clear if boosters will help turn back the pandemic,1,1186216,medical,0,0,0,1,1,0,0,0,2,1,0.3333333333333333
2021-11-22T15:27:14Z,NYTHealth,the best science does support maskwearing as a valid strategy to reduce covid19 said dr stephen luby the issue is well how long do we do this and in how many contexts he added do we all wear masks the rest of our lives,2,1186216,medical,0,1,0,0,0,0,0,0,1,1,0
2021-11-21T18:58:52Z,NYTHealth,what should a parent do if their child is afraid of shots a pediatrician has advice,0,1186216,medical,1,1,1,0,1,0,0,0,1,1,0
2021-11-21T18:43:41Z,NYTHealth,complex restrictions are preventing patients from accessing medical aid in dying even in states where it is allowed new legal and legislative efforts are pushing to change that,1,1186216,medical,0,2,1,1,3,1,0,1,3,1,0.5
2021-11-21T17:44:17Z,NYTHealth,as officials begin to ease mask requirements experts warn that it will be safer to loosen restrictions early next year after more children have been fully vaccinated and the risky holiday travel season has passed,3,1186216,medical,1,1,3,0,2,0,1,0,2,2,0
2021-11-21T16:10:20Z,NYTHealth,heres a simple way to help you make decisions about safer holiday gatherings,1,1186216,medical,1,0,1,0,0,0,0,0,1,0,1
